date,komoditas,price,year,month,day,lag_1,lag_7,rolling_mean_7
2025-02-25,beras,15219.117647058823,2025,2,25,15201.470588235294,15268.181818181818,15203.822174030904
2025-02-26,beras,15207.575757575758,2025,2,26,15219.117647058823,15254.411764705883,15197.131315869456
2025-02-27,beras,15252.941176470587,2025,2,27,15207.575757575758,15248.529411764706,15197.761567970298
2025-02-28,beras,15204.545454545454,2025,2,28,15252.941176470587,15167.741935483871,15203.019213550522
2025-03-01,beras,15204.545454545454,2025,3,1,15204.545454545454,15167.741935483871,15208.27685913075
2025-03-02,beras,15204.545454545454,2025,3,2,15204.545454545454,15167.741935483871,15213.534504710975
2025-03-03,beras,15264.70588235294,2025,3,3,15204.545454545454,15201.470588235294,15222.568118156354
2025-03-04,beras,15263.235294117647,2025,3,4,15264.70588235294,15219.117647058823,15228.870639164757
2025-03-05,beras,15263.235294117647,2025,3,5,15263.235294117647,15207.575757575758,15236.822001527882
2025-03-06,beras,15272.058823529413,2025,3,6,15263.235294117647,15252.941176470587,15239.553093964858
2025-03-07,beras,15275.0,2025,3,7,15272.058823529413,15204.545454545454,15249.618029029794
2025-03-08,beras,15275.0,2025,3,8,15275.0,15204.545454545454,15259.682964094727
2025-03-09,beras,15275.0,2025,3,9,15275.0,15204.545454545454,15269.747899159664
2025-03-10,beras,15272.058823529413,2025,3,10,15275.0,15264.70588235294,15270.798319327732
2025-03-11,beras,15225.757575757576,2025,3,11,15272.058823529413,15263.235294117647,15265.444359562007
2025-03-12,beras,15271.212121212122,2025,3,12,15225.757575757576,15263.235294117647,15266.583906289789
2025-03-13,beras,15233.333333333334,2025,3,13,15271.212121212122,15272.058823529413,15261.051693404635
2025-03-14,beras,15178.125,2025,3,14,15233.333333333334,15275.0,15247.212407690347
2025-03-15,beras,15178.125,2025,3,15,15178.125,15275.0,15233.373121976063
2025-03-16,beras,15178.125,2025,3,16,15178.125,15275.0,15219.533836261777
2025-03-17,beras,15288.235294117647,2025,3,17,15178.125,15272.058823529413,15221.844760631528
2025-03-18,beras,15270.588235294117,2025,3,18,15288.235294117647,15225.757575757576,15228.249140565316
2025-03-19,beras,15270.588235294117,2025,3,19,15270.588235294117,15271.212121212122,15228.160014005602
2025-03-20,beras,15316.176470588236,2025,3,20,15270.588235294117,15233.333333333334,15239.994747899158
2025-03-21,beras,15308.823529411764,2025,3,21,15316.176470588236,15178.125,15258.665966386554
2025-03-22,beras,15308.823529411764,2025,3,22,15308.823529411764,15178.125,15277.33718487395
2025-03-23,beras,15308.823529411764,2025,3,23,15308.823529411764,15178.125,15296.008403361344
2025-03-24,beras,15316.176470588236,2025,3,24,15308.823529411764,15288.235294117647,15300.0
2025-03-25,beras,15316.176470588236,2025,3,25,15316.176470588236,15270.588235294117,15306.512605042019
2025-03-26,beras,15319.117647058823,2025,3,26,15316.176470588236,15270.588235294117,15313.445378151258
2025-03-27,beras,15278.787878787878,2025,3,27,15319.117647058823,15316.176470588236,15308.10415075121
2025-03-28,beras,15189.0625,2025,3,28,15278.787878787878,15308.823529411764,15290.995432263813
2025-03-29,beras,15189.0625,2025,3,29,15189.0625,15308.823529411764,15273.88671377642
2025-03-31,beras,15176.5625,2025,3,31,15189.0625,15308.823529411764,15254.992281003311
2025-04-01,beras,15320.588235294117,2025,4,1,15176.5625,15316.176470588236,15255.62253310415
2025-04-02,beras,15322.058823529413,2025,4,2,15320.588235294117,15316.176470588236,15256.462869238605
2025-04-03,beras,15332.35294117647,2025,4,3,15322.058823529413,15319.117647058823,15258.353625541127
2025-04-04,beras,15323.529411764706,2025,4,4,15332.35294117647,15278.787878787878,15264.745273109243
2025-04-05,beras,15323.529411764706,2025,4,5,15323.529411764706,15189.0625,15283.954831932773
2025-04-06,beras,15323.529411764706,2025,4,6,15323.529411764706,15189.0625,15303.164390756301
2025-04-07,beras,15326.470588235294,2025,4,7,15323.529411764706,15176.5625,15324.579831932773
2025-04-08,beras,15322.058823529413,2025,4,8,15326.470588235294,15320.588235294117,15324.789915966388
2025-04-09,beras,15322.058823529413,2025,4,9,15322.058823529413,15322.058823529413,15324.789915966388
2025-04-10,beras,15313.235294117647,2025,4,10,15322.058823529413,15332.35294117647,15322.05882352941
2025-04-11,beras,15317.64705882353,2025,4,11,15313.235294117647,15323.529411764706,15321.218487394959
2025-04-12,beras,15317.64705882353,2025,4,12,15317.64705882353,15323.529411764706,15320.378151260504
2025-04-13,beras,15317.64705882353,2025,4,13,15317.64705882353,15323.529411764706,15319.537815126052
2025-04-14,beras,15314.70588235294,2025,4,14,15317.64705882353,15326.470588235294,15317.857142857143
2025-04-15,beras,15308.823529411764,2025,4,15,15314.70588235294,15322.058823529413,15315.96638655462
2025-04-16,beras,15311.764705882353,2025,4,16,15308.823529411764,15322.058823529413,15314.495798319327
2025-04-17,beras,15307.35294117647,2025,4,17,15311.764705882353,15313.235294117647,15313.655462184875
2025-04-18,beras,15308.823529411764,2025,4,18,15307.35294117647,15317.64705882353,15312.394957983193
2025-04-19,beras,15308.823529411764,2025,4,19,15308.823529411764,15317.64705882353,15311.134453781513
2025-04-21,beras,15304.411764705883,2025,4,21,15308.823529411764,15317.64705882353,15309.24369747899
2025-04-22,beras,15302.941176470587,2025,4,22,15304.411764705883,15314.70588235294,15307.563025210084
2025-04-23,beras,15301.470588235294,2025,4,23,15302.941176470587,15308.823529411764,15306.512605042017
2025-04-24,beras,15305.882352941177,2025,4,24,15301.470588235294,15311.764705882353,15305.672268907563
2025-04-25,beras,15304.411764705883,2025,4,25,15305.882352941177,15307.35294117647,15305.252100840336
2025-04-26,beras,15304.411764705883,2025,4,26,15304.411764705883,15308.823529411764,15304.621848739496
2025-04-27,beras,15304.411764705883,2025,4,27,15304.411764705883,15308.823529411764,15303.991596638656
2025-04-28,beras,15304.411764705883,2025,4,28,15304.411764705883,15304.411764705883,15303.991596638656
2025-04-29,beras,15305.882352941177,2025,4,29,15304.411764705883,15302.941176470587,15304.411764705883
2025-04-30,beras,15300.0,2025,4,30,15305.882352941177,15301.470588235294,15304.20168067227
2025-05-01,beras,15305.882352941177,2025,5,1,15300.0,15305.882352941177,15304.20168067227
2025-05-02,beras,15295.588235294117,2025,5,2,15305.882352941177,15304.411764705883,15302.94117647059
2025-05-03,beras,15295.588235294117,2025,5,3,15295.588235294117,15304.411764705883,15301.680672268907
2025-05-04,beras,15295.588235294117,2025,5,4,15295.588235294117,15304.411764705883,15300.420168067227
2025-05-05,beras,15310.29411764706,2025,5,5,15295.588235294117,15304.411764705883,15301.26050420168
2025-05-06,beras,15314.70588235294,2025,5,6,15310.29411764706,15305.882352941177,15302.52100840336
2025-05-07,beras,15319.117647058823,2025,5,7,15314.70588235294,15300.0,15305.252100840336
2025-05-08,beras,15317.64705882353,2025,5,8,15319.117647058823,15305.882352941177,15306.932773109243
2025-05-09,beras,15317.64705882353,2025,5,9,15317.64705882353,15295.588235294117,15310.084033613444
2025-05-10,beras,15317.64705882353,2025,5,10,15317.64705882353,15295.588235294117,15313.235294117647
2025-05-11,beras,15317.64705882353,2025,5,11,15317.64705882353,15295.588235294117,15316.38655462185
2025-05-12,beras,15320.588235294117,2025,5,12,15317.64705882353,15310.29411764706,15317.857142857143
2025-05-13,beras,15319.117647058823,2025,5,13,15320.588235294117,15314.70588235294,15318.487394957983
2025-05-14,beras,15329.411764705883,2025,5,14,15319.117647058823,15319.117647058823,15319.957983193279
2025-05-15,beras,15333.823529411764,2025,5,15,15329.411764705883,15317.64705882353,15322.268907563028
2025-05-16,beras,15345.588235294117,2025,5,16,15333.823529411764,15317.64705882353,15326.26050420168
2025-05-19,beras,15355.882352941177,2025,5,19,15345.588235294117,15317.64705882353,15331.72268907563
2025-05-20,beras,15369.117647058823,2025,5,20,15355.882352941177,15317.64705882353,15339.0756302521
2025-05-21,beras,15376.470588235294,2025,5,21,15369.117647058823,15320.588235294117,15347.05882352941
2025-05-22,beras,15386.764705882353,2025,5,22,15376.470588235294,15319.117647058823,15356.72268907563
2025-05-23,beras,15392.64705882353,2025,5,23,15386.764705882353,15329.411764705883,15365.756302521007
2025-05-24,beras,15392.64705882353,2025,5,24,15392.64705882353,15333.823529411764,15374.159663865546
2025-05-26,beras,15408.823529411764,2025,5,26,15392.64705882353,15345.588235294117,15383.193277310926
2025-05-27,beras,15414.70588235294,2025,5,27,15408.823529411764,15355.882352941177,15391.596638655463
2025-05-28,beras,15417.64705882353,2025,5,28,15414.70588235294,15369.117647058823,15398.529411764704
2025-05-29,beras,15419.117647058823,2025,5,29,15417.64705882353,15376.470588235294,15404.621848739496
2025-05-30,beras,15413.235294117647,2025,5,30,15419.117647058823,15386.764705882353,15408.403361344537
2025-05-31,beras,15413.235294117647,2025,5,31,15413.235294117647,15392.64705882353,15411.344537815126
2025-06-01,beras,15413.235294117647,2025,6,1,15413.235294117647,15392.64705882353,15414.285714285712
2025-06-02,beras,15441.176470588236,2025,6,2,15413.235294117647,15408.823529411764,15418.907563025208
2025-06-03,beras,15450.0,2025,6,3,15441.176470588236,15414.70588235294,15423.949579831931
2025-06-04,beras,15460.29411764706,2025,6,4,15450.0,15417.64705882353,15430.042016806723
2025-06-05,beras,15458.823529411764,2025,6,5,15460.29411764706,15419.117647058823,15435.714285714286
2025-06-06,beras,15460.29411764706,2025,6,6,15458.823529411764,15413.235294117647,15442.436974789916
2025-06-07,beras,15460.29411764706,2025,6,7,15460.29411764706,15413.235294117647,15449.159663865546
2025-06-08,beras,15460.29411764706,2025,6,8,15460.29411764706,15413.235294117647,15455.882352941177
2025-06-09,beras,15460.29411764706,2025,6,9,15460.29411764706,15441.176470588236,15458.613445378152
2025-06-10,beras,15486.764705882353,2025,6,10,15460.29411764706,15450.0,15463.865546218487
2025-06-11,beras,15497.058823529413,2025,6,11,15486.764705882353,15460.29411764706,15469.117647058823
2025-06-12,beras,15507.35294117647,2025,6,12,15497.058823529413,15458.823529411764,15476.050420168069
2025-06-13,beras,15510.29411764706,2025,6,13,15507.35294117647,15460.29411764706,15483.193277310926
2025-06-14,beras,15510.29411764706,2025,6,14,15510.29411764706,15460.29411764706,15490.336134453783
2025-06-15,beras,15510.29411764706,2025,6,15,15510.29411764706,15460.29411764706,15497.47899159664
2025-06-16,beras,15535.29411764706,2025,6,16,15510.29411764706,15460.29411764706,15508.193277310926
2025-06-17,beras,15550.0,2025,6,17,15535.29411764706,15486.764705882353,15517.226890756303
2025-06-18,beras,15552.941176470587,2025,6,18,15550.0,15497.058823529413,15525.210084033615
2025-06-19,beras,15557.35294117647,2025,6,19,15552.941176470587,15507.35294117647,15532.352941176472
2025-06-20,beras,15576.470588235294,2025,6,20,15557.35294117647,15510.29411764706,15541.806722689074
2025-06-21,beras,15576.470588235294,2025,6,21,15576.470588235294,15510.29411764706,15551.260504201682
2025-06-22,beras,15576.470588235294,2025,6,22,15576.470588235294,15510.29411764706,15560.714285714286
2025-06-23,beras,15592.64705882353,2025,6,23,15576.470588235294,15535.29411764706,15568.90756302521
2025-06-24,beras,15598.529411764706,2025,6,24,15592.64705882353,15550.0,15575.840336134454
2025-06-25,beras,15616.176470588236,2025,6,25,15598.529411764706,15552.941176470587,15584.873949579833
2025-06-26,beras,15630.882352941177,2025,6,26,15616.176470588236,15557.35294117647,15595.378151260504
2025-06-27,beras,15632.35294117647,2025,6,27,15630.882352941177,15576.470588235294,15603.361344537816
2025-06-28,beras,15632.35294117647,2025,6,28,15632.35294117647,15576.470588235294,15611.344537815125
2025-06-29,beras,15632.35294117647,2025,6,29,15632.35294117647,15576.470588235294,15619.327731092437
2025-06-30,beras,15672.058823529413,2025,6,30,15632.35294117647,15592.64705882353,15630.672268907563
2025-07-01,beras,15675.0,2025,7,1,15672.058823529413,15598.529411764706,15641.596638655463
2025-07-02,beras,15685.29411764706,2025,7,2,15675.0,15616.176470588236,15651.470588235296
2025-07-03,beras,15704.411764705883,2025,7,3,15685.29411764706,15630.882352941177,15661.974789915967
2025-07-04,beras,15705.882352941177,2025,7,4,15704.411764705883,15632.35294117647,15672.478991596638
2025-07-05,beras,15705.882352941177,2025,7,5,15705.882352941177,15632.35294117647,15682.98319327731
2025-07-06,beras,15705.882352941177,2025,7,6,15705.882352941177,15632.35294117647,15693.487394957983
2025-07-07,beras,15736.764705882353,2025,7,7,15705.882352941177,15672.058823529413,15702.731092436976
2025-07-08,beras,15750.0,2025,7,8,15736.764705882353,15675.0,15713.44537815126
2025-07-09,beras,15766.176470588236,2025,7,9,15750.0,15685.29411764706,15725.0
2025-07-10,beras,15779.411764705883,2025,7,10,15766.176470588236,15704.411764705883,15735.714285714286
2025-07-11,beras,15785.29411764706,2025,7,11,15779.411764705883,15705.882352941177,15747.058823529413
2025-07-12,beras,15785.29411764706,2025,7,12,15785.29411764706,15705.882352941177,15758.403361344537
2025-07-13,beras,15785.29411764706,2025,7,13,15785.29411764706,15705.882352941177,15769.747899159664
2025-07-14,beras,15805.882352941177,2025,7,14,15785.29411764706,15736.764705882353,15779.621848739496
2025-07-15,beras,15814.70588235294,2025,7,15,15805.882352941177,15750.0,15788.865546218487
2025-07-16,beras,15829.411764705883,2025,7,16,15814.70588235294,15766.176470588236,15797.899159663866
2025-07-17,beras,15836.764705882353,2025,7,17,15829.411764705883,15779.411764705883,15806.092436974792
2025-07-18,beras,15822.058823529413,2025,7,18,15836.764705882353,15785.29411764706,15811.344537815126
2025-07-19,beras,15822.058823529413,2025,7,19,15822.058823529413,15785.29411764706,15816.596638655463
2025-07-20,beras,15822.058823529413,2025,7,20,15822.058823529413,15785.29411764706,15821.848739495797
2025-07-21,beras,15886.764705882353,2025,7,21,15822.058823529413,15805.882352941177,15833.403361344537
2025-07-22,beras,15904.411764705883,2025,7,22,15886.764705882353,15814.70588235294,15846.218487394959
2025-07-23,beras,15922.058823529413,2025,7,23,15904.411764705883,15829.411764705883,15859.453781512606
2025-07-24,beras,15920.588235294117,2025,7,24,15922.058823529413,15836.764705882353,15871.42857142857
2025-07-25,beras,15920.588235294117,2025,7,25,15920.588235294117,15822.058823529413,15885.504201680671
2025-07-26,beras,15920.588235294117,2025,7,26,15920.588235294117,15822.058823529413,15899.579831932773
2025-07-27,beras,15920.588235294117,2025,7,27,15920.588235294117,15822.058823529413,15913.655462184874
2025-07-28,beras,15930.882352941177,2025,7,28,15920.588235294117,15886.764705882353,15919.957983193277
2025-07-29,beras,15933.823529411764,2025,7,29,15930.882352941177,15904.411764705883,15924.159663865546
2025-07-30,beras,15929.411764705883,2025,7,30,15933.823529411764,15922.058823529413,15925.210084033612
2025-07-31,beras,15932.35294117647,2025,7,31,15929.411764705883,15920.588235294117,15926.890756302522
2025-08-01,beras,15938.235294117647,2025,8,1,15932.35294117647,15920.588235294117,15929.411764705883
2025-08-02,beras,15938.235294117647,2025,8,2,15938.235294117647,15920.588235294117,15931.932773109243
2025-08-03,beras,15938.235294117647,2025,8,3,15938.235294117647,15920.588235294117,15934.453781512606
2025-08-04,beras,15930.882352941177,2025,8,4,15938.235294117647,15930.882352941177,15934.453781512606
2025-08-05,beras,15930.882352941177,2025,8,5,15930.882352941177,15933.823529411764,15934.03361344538
2025-08-06,beras,15935.29411764706,2025,8,6,15930.882352941177,15929.411764705883,15934.873949579833
2025-08-07,beras,15942.64705882353,2025,8,7,15935.29411764706,15932.35294117647,15936.344537815125
2025-08-08,beras,15948.529411764706,2025,8,8,15942.64705882353,15938.235294117647,15937.81512605042
2025-08-09,beras,15948.529411764706,2025,8,9,15948.529411764706,15938.235294117647,15939.285714285714
2025-08-10,beras,15948.529411764706,2025,8,10,15948.529411764706,15938.235294117647,15940.75630252101
2025-08-11,beras,15948.529411764706,2025,8,11,15948.529411764706,15930.882352941177,15943.27731092437
2025-08-12,beras,15957.35294117647,2025,8,12,15948.529411764706,15930.882352941177,15947.058823529413
2025-08-13,beras,15955.882352941177,2025,8,13,15957.35294117647,15935.29411764706,15950.0
2025-08-14,beras,15948.529411764706,2025,8,14,15955.882352941177,15942.64705882353,15950.840336134455
2025-08-15,beras,15950.0,2025,8,15,15948.529411764706,15948.529411764706,15951.050420168069
2025-08-16,beras,15950.0,2025,8,16,15950.0,15948.529411764706,15951.260504201682
2025-08-17,beras,15950.0,2025,8,17,15950.0,15948.529411764706,15951.470588235296
2025-08-18,beras,15950.0,2025,8,18,15950.0,15948.529411764706,15951.680672268909
2025-08-19,beras,15942.64705882353,2025,8,19,15950.0,15957.35294117647,15949.579831932773
2025-08-20,beras,15950.0,2025,8,20,15942.64705882353,15955.882352941177,15948.73949579832
2025-08-21,beras,15944.117647058823,2025,8,21,15950.0,15948.529411764706,15948.109243697478
2025-08-22,beras,15942.64705882353,2025,8,22,15944.117647058823,15950.0,15947.05882352941
2025-08-23,beras,15942.64705882353,2025,8,23,15942.64705882353,15950.0,15946.008403361344
2025-08-24,beras,15942.64705882353,2025,8,24,15942.64705882353,15950.0,15944.957983193277
2025-08-25,beras,15939.70588235294,2025,8,25,15942.64705882353,15950.0,15943.487394957981
2025-08-26,beras,15932.35294117647,2025,8,26,15939.70588235294,15942.64705882353,15942.01680672269
2025-08-27,beras,15938.235294117647,2025,8,27,15932.35294117647,15950.0,15940.336134453783
2025-08-28,beras,15951.470588235294,2025,8,28,15938.235294117647,15944.117647058823,15941.386554621848
2025-08-29,beras,15944.117647058823,2025,8,29,15951.470588235294,15942.64705882353,15941.596638655463
2025-08-30,beras,15944.117647058823,2025,8,30,15944.117647058823,15942.64705882353,15941.806722689074
2025-08-31,beras,15944.117647058823,2025,8,31,15944.117647058823,15942.64705882353,15942.01680672269
2025-09-01,beras,15930.882352941177,2025,9,1,15944.117647058823,15939.70588235294,15940.75630252101
2025-09-02,beras,15930.882352941177,2025,9,2,15930.882352941177,15932.35294117647,15940.546218487394
2025-09-03,beras,15936.764705882353,2025,9,3,15930.882352941177,15938.235294117647,15940.33613445378
2025-09-04,beras,15926.470588235294,2025,9,4,15936.764705882353,15951.470588235294,15936.764705882353
2025-09-05,beras,15933.823529411764,2025,9,5,15926.470588235294,15944.117647058823,15935.29411764706
2025-09-06,beras,15933.823529411764,2025,9,6,15933.823529411764,15944.117647058823,15933.823529411764
2025-09-07,beras,15933.823529411764,2025,9,7,15933.823529411764,15944.117647058823,15932.35294117647
2025-09-08,beras,15923.529411764706,2025,9,8,15933.823529411764,15930.882352941177,15931.302521008403
2025-09-09,beras,15923.529411764706,2025,9,9,15923.529411764706,15930.882352941177,15930.252100840336
2025-09-10,beras,15925.0,2025,9,10,15923.529411764706,15936.764705882353,15928.57142857143
2025-09-11,beras,15925.0,2025,9,11,15925.0,15926.470588235294,15928.361344537814
2025-09-12,beras,15916.176470588236,2025,9,12,15925.0,15933.823529411764,15925.840336134454
2025-09-13,beras,15916.176470588236,2025,9,13,15916.176470588236,15933.823529411764,15923.319327731093
2025-09-14,beras,15916.176470588236,2025,9,14,15916.176470588236,15933.823529411764,15920.798319327732
2025-09-15,beras,15905.882352941177,2025,9,15,15916.176470588236,15923.529411764706,15918.27731092437
2025-09-16,beras,15905.882352941177,2025,9,16,15905.882352941177,15923.529411764706,15915.75630252101
2025-09-17,beras,15905.882352941177,2025,9,17,15905.882352941177,15925.0,15913.025210084033
2025-09-18,beras,15905.882352941177,2025,9,18,15905.882352941177,15925.0,15910.29411764706
2025-09-19,beras,15902.941176470587,2025,9,19,15905.882352941177,15916.176470588236,15908.403361344537
2025-09-20,beras,15902.941176470587,2025,9,20,15902.941176470587,15916.176470588236,15906.512605042017
2025-09-21,beras,15902.941176470587,2025,9,21,15902.941176470587,15916.176470588236,15904.621848739494
2025-09-22,beras,15889.70588235294,2025,9,22,15902.941176470587,15905.882352941177,15902.310924369745
2025-09-23,beras,15885.29411764706,2025,9,23,15889.70588235294,15905.882352941177,15899.369747899158
2025-09-24,beras,15886.764705882353,2025,9,24,15885.29411764706,15905.882352941177,15896.638655462186
2025-09-25,beras,15950.0,2025,9,25,15886.764705882353,15905.882352941177,15902.94117647059
2025-09-26,beras,15888.235294117647,2025,9,26,15950.0,15902.941176470587,15900.840336134454
2025-09-27,beras,15888.235294117647,2025,9,27,15888.235294117647,15902.941176470587,15898.73949579832
2025-09-28,beras,15888.235294117647,2025,9,28,15888.235294117647,15902.941176470587,15896.638655462186
2025-09-29,beras,15883.823529411764,2025,9,29,15888.235294117647,15889.70588235294,15895.79831932773
2025-09-30,beras,15885.29411764706,2025,9,30,15883.823529411764,15885.29411764706,15895.798319327732
2025-10-01,beras,15877.941176470587,2025,10,1,15885.29411764706,15886.764705882353,15894.537815126052
2025-10-02,beras,15872.058823529413,2025,10,2,15877.941176470587,15950.0,15883.403361344537
2025-10-03,beras,15879.411764705883,2025,10,3,15872.058823529413,15888.235294117647,15882.142857142857
2025-10-04,beras,15879.411764705883,2025,10,4,15879.411764705883,15888.235294117647,15880.882352941177
2025-10-05,beras,15879.411764705883,2025,10,5,15879.411764705883,15888.235294117647,15879.621848739496
2025-10-06,beras,15860.29411764706,2025,10,6,15879.411764705883,15883.823529411764,15876.26050420168
2025-10-07,beras,15855.882352941177,2025,10,7,15860.29411764706,15885.29411764706,15872.05882352941
2025-10-08,beras,15852.941176470587,2025,10,8,15855.882352941177,15877.941176470587,15868.487394957981
2025-10-09,beras,15848.529411764706,2025,10,9,15852.941176470587,15872.058823529413,15865.126050420167
2025-10-10,beras,15841.176470588236,2025,10,10,15848.529411764706,15879.411764705883,15859.66386554622
2025-10-11,beras,15841.176470588236,2025,10,11,15841.176470588236,15879.411764705883,15854.20168067227
2025-10-12,beras,15841.176470588236,2025,10,12,15841.176470588236,15879.411764705883,15848.739495798318
2025-10-13,beras,15822.058823529413,2025,10,13,15841.176470588236,15860.29411764706,15843.277310924372
2025-10-14,beras,15817.64705882353,2025,10,14,15822.058823529413,15855.882352941177,15837.815126050422
2025-10-15,beras,15816.176470588236,2025,10,15,15817.64705882353,15852.941176470587,15832.563025210085
2025-10-16,beras,15814.70588235294,2025,10,16,15816.176470588236,15848.529411764706,15827.731092436976
2025-10-17,beras,15816.176470588236,2025,10,17,15814.70588235294,15841.176470588236,15824.159663865546
2025-10-20,beras,15807.35294117647,2025,10,20,15816.176470588236,15841.176470588236,15819.327731092435
2025-10-21,beras,15805.882352941177,2025,10,21,15807.35294117647,15841.176470588236,15814.285714285716
2025-10-22,beras,15819.117647058823,2025,10,22,15805.882352941177,15822.058823529413,15813.865546218489
2025-10-23,beras,15807.35294117647,2025,10,23,15819.117647058823,15817.64705882353,15812.394957983193
2025-10-24,beras,15802.941176470587,2025,10,24,15807.35294117647,15816.176470588236,15810.504201680671
2025-10-27,beras,15780.882352941177,2025,10,27,15802.941176470587,15814.70588235294,15805.672268907563
2025-10-28,beras,15780.882352941177,2025,10,28,15780.882352941177,15816.176470588236,15800.630252100838
2025-10-29,beras,15779.411764705883,2025,10,29,15780.882352941177,15807.35294117647,15796.638655462184
2025-10-30,beras,15769.117647058823,2025,10,30,15779.411764705883,15805.882352941177,15791.386554621848
2025-10-31,beras,15766.176470588236,2025,10,31,15769.117647058823,15819.117647058823,15783.823529411766
2025-11-01,beras,15766.176470588236,2025,11,1,15766.176470588236,15807.35294117647,15777.94117647059
2025-11-02,beras,15766.176470588236,2025,11,2,15766.176470588236,15802.941176470587,15772.689075630255
2025-11-03,beras,15767.64705882353,2025,11,3,15766.176470588236,15780.882352941177,15770.798319327732
2025-11-04,beras,15767.64705882353,2025,11,4,15767.64705882353,15780.882352941177,15768.90756302521
2025-11-05,beras,15760.29411764706,2025,11,5,15767.64705882353,15779.411764705883,15766.176470588236
2025-11-06,beras,15760.29411764706,2025,11,6,15760.29411764706,15769.117647058823,15764.915966386556
2025-11-07,beras,15751.470588235294,2025,11,7,15760.29411764706,15766.176470588236,15762.81512605042
2025-11-08,beras,15751.470588235294,2025,11,8,15751.470588235294,15766.176470588236,15760.714285714286
2025-11-09,beras,15751.470588235294,2025,11,9,15751.470588235294,15766.176470588236,15758.613445378152
2025-11-10,beras,15742.64705882353,2025,11,10,15751.470588235294,15767.64705882353,15755.042016806723
2025-11-11,beras,15735.29411764706,2025,11,11,15742.64705882353,15767.64705882353,15750.420168067227
2025-11-12,beras,15741.176470588236,2025,11,12,15735.29411764706,15760.29411764706,15747.689075630251
2025-11-13,beras,15735.29411764706,2025,11,13,15741.176470588236,15760.29411764706,15744.117647058823
2025-11-14,beras,15733.823529411764,2025,11,14,15735.29411764706,15751.470588235294,15741.596638655463
2025-11-15,beras,15733.823529411764,2025,11,15,15733.823529411764,15751.470588235294,15739.0756302521
2025-11-16,beras,15733.823529411764,2025,11,16,15733.823529411764,15751.470588235294,15736.55462184874
2025-11-17,beras,15729.411764705883,2025,11,17,15733.823529411764,15742.64705882353,15734.663865546217
2025-11-18,beras,15723.529411764706,2025,11,18,15729.411764705883,15735.29411764706,15732.98319327731
2025-11-19,beras,15717.64705882353,2025,11,19,15723.529411764706,15741.176470588236,15729.621848739496
2025-11-20,beras,15710.29411764706,2025,11,20,15717.64705882353,15735.29411764706,15726.050420168069
2025-11-21,beras,15702.941176470587,2025,11,21,15710.29411764706,15733.823529411764,15721.638655462186
2025-11-22,beras,15702.941176470587,2025,11,22,15702.941176470587,15733.823529411764,15717.226890756303
2025-11-23,beras,15702.941176470587,2025,11,23,15702.941176470587,15733.823529411764,15712.815126050422
2025-11-24,beras,15688.235294117647,2025,11,24,15702.941176470587,15729.411764705883,15706.932773109243
2025-11-25,beras,15691.176470588236,2025,11,25,15688.235294117647,15723.529411764706,15702.310924369749
2025-11-26,beras,15691.176470588236,2025,11,26,15691.176470588236,15717.64705882353,15698.529411764704
2025-11-27,beras,15685.29411764706,2025,11,27,15691.176470588236,15710.29411764706,15694.957983193277
2025-11-28,beras,15686.764705882353,2025,11,28,15685.29411764706,15702.941176470587,15692.647058823528
2025-11-29,beras,15686.764705882353,2025,11,29,15686.764705882353,15702.941176470587,15690.33613445378
2025-11-30,beras,15686.764705882353,2025,11,30,15686.764705882353,15702.941176470587,15688.025210084033
2025-12-01,beras,15702.941176470587,2025,12,1,15686.764705882353,15688.235294117647,15690.12605042017
2025-12-02,beras,15701.470588235294,2025,12,2,15702.941176470587,15691.176470588236,15691.596638655463
2025-12-03,beras,15710.29411764706,2025,12,3,15701.470588235294,15691.176470588236,15694.327731092437
2025-12-04,beras,15705.882352941177,2025,12,4,15710.29411764706,15685.29411764706,15697.268907563024
2025-12-05,beras,15704.411764705883,2025,12,5,15705.882352941177,15686.764705882353,15699.789915966388
2025-12-06,beras,15704.411764705883,2025,12,6,15704.411764705883,15686.764705882353,15702.310924369749
2025-12-07,beras,15704.411764705883,2025,12,7,15704.411764705883,15686.764705882353,15704.83193277311
2025-12-08,beras,15707.35294117647,2025,12,8,15704.411764705883,15702.941176470587,15705.46218487395
2025-12-09,beras,15710.29411764706,2025,12,9,15707.35294117647,15701.470588235294,15706.72268907563
2025-12-10,beras,15726.470588235294,2025,12,10,15710.29411764706,15710.29411764706,15709.03361344538
2025-12-11,beras,15726.470588235294,2025,12,11,15726.470588235294,15705.882352941177,15711.974789915967
2025-12-12,beras,15726.470588235294,2025,12,12,15726.470588235294,15704.411764705883,15715.126050420167
2025-12-13,beras,15726.470588235294,2025,12,13,15726.470588235294,15704.411764705883,15718.27731092437
2025-12-14,beras,15726.470588235294,2025,12,14,15726.470588235294,15704.411764705883,15721.42857142857
2025-12-15,beras,15730.882352941177,2025,12,15,15726.470588235294,15707.35294117647,15724.789915966385
2025-12-16,beras,15738.235294117647,2025,12,16,15730.882352941177,15710.29411764706,15728.781512605043
2025-12-17,beras,15738.235294117647,2025,12,17,15738.235294117647,15726.470588235294,15730.462184873948
2025-12-18,beras,15736.764705882353,2025,12,18,15738.235294117647,15726.470588235294,15731.932773109245
2025-12-19,beras,15739.70588235294,2025,12,19,15736.764705882353,15726.470588235294,15733.823529411764
